강의_ID,강의명,카테고리_ID,기관_ID,과목_ID,콘텐츠_ID
ASP00001S100120210103618,[HD]언택트창업 쿠팡으로 돈벌기 Part.1 마켓플레이스,202102014688355 ,S1001,S10448,ASP00001S100120210103618
ASP00001S100120210103617,[실전창업] 창업 아이템 탐색 및 선정 전략,202102014688355 ,S1001,S10342,ASP00001S100120210103617
ASP00001S100120210103616,[실전창업] 창업 트렌드 분석,202102014688355 ,S1001,S10341,ASP00001S100120210103616
ASP00001S100120210103615,[실전창업] 창업과 기업가 정신,202102014688355 ,S1001,S10340,ASP00001S100120210103615
ASP00001S100120210103614,뉴노멀시대의 세상을 살리는 창업,202102014688355 ,S1001,S10339,ASP00001S100120210103614
ASP00001S100120200100890,[대중소기업농어업협력재단] 중소기업 기술보호 교육,202102014688355 ,P10021,S2114,202003110938571583887137648
ASP00001S100120200101722,웹툰 프로듀서를 위한 실전 만화기획,202102014671958 ,Z1050,S3961,202012241114311608776071378
ASP00001S100120200101716,애니메이션 스토리텔링,202102014671958 ,Z1050,S3949,202012151719431608020383929
ASP00001S995220220000002,반려동물 돌봄교육,202102014657935 ,S9952,S10422,202204061327131649219233522
ASP00001S995220220000001,반려동물 입양교육,202102014657935 ,S9952,S10353,202201180950501642467050974
ASP00001S100120220103723,[이론+기출+모의고사 한번에 완성]스포츠지도사2급_스포츠윤리 (2022),202102014568394 ,S1001,S10365,ASP00001S100120220103723
ASP00001S100120220103722,[이론+기출+모의고사 한번에 완성]스포츠지도사2급_스포츠사회학 (2022),202102014568394 ,S1001,S10363,ASP00001S100120220103722
ASP00001S100120220103721,[이론+기출+모의고사 한번에 완성]스포츠지도사2급_스포츠심리학 (2022),202102014568394 ,S1001,S10364,ASP00001S100120220103721
ASP00001S100120220103720,[이론+기출+모의고사 한번에 완성]스포츠지도사2급_스포츠교육학 (2022),202102014568394 ,S1001,S10362,ASP00001S100120220103720
ASP00001S100120220103719,[이론+기출+모의고사 한번에 완성]스포츠지도사2급_한국체육사 (2022),202102014568394 ,S1001,S10368,ASP00001S100120220103719
ASP00001S100120220103718,[이론+기출+모의고사 한번에 완성]스포츠지도사2급_운동역학 (2022),202102014568394 ,S1001,S10367,ASP00001S100120220103718
ASP00001S100120220103717,[이론+기출+모의고사 한번에 완성]스포츠지도사2급_운동생리학 (2022),202102014568394 ,S1001,S10366,ASP00001S100120220103717
ASP00001S100120210102543,[HD]컴퓨터활용능력 1급 실기 - 데이터베이스 실무 (2021 개정),202102014406565 ,S1001,S10064,ASP00001S100120210102543
ASP00001S100120210102542,[HD]컴퓨터활용능력 1급 필기 - 데이터베이스 일반 (2021 개정),202102014406565 ,S1001,S10063,ASP00001S100120210102542
ASP00001S100120210102541,[HD]컴퓨터활용능력 2급 실기 - 스프레드시트 실무 (2021 개정),202102014406565 ,S1001,S10062,ASP00001S100120210102541
ASP00001S100120210102540,[HD]컴퓨터활용능력 1급 실기 - 스프레드시트 실무 (2021 개정),202102014406565 ,S1001,S10061,ASP00001S100120210102540
ASP00001S100120210102539,[HD]컴퓨터활용능력 2급 필기 - 스프레드시트 일반 (2021 개정),202102014406565 ,S1001,S10060,ASP00001S100120210102539
ASP00001S100120210102538,[HD]컴퓨터활용능력 1급 필기 - 스프레드시트 일반 (2021 개정),202102014406565 ,S1001,S10059,ASP00001S100120210102538
ASP00001S100120210102537,[HD]컴퓨터활용능력 2급 필기 - 컴퓨터일반 (2021 개정),202102014406565 ,S1001,S10058,ASP00001S100120210102537
ASP00001S100120210102536,[HD]컴퓨터활용능력 1급 필기 - 컴퓨터일반 (2021 개정),202102014406565 ,S1001,S10057,ASP00001S100120210102536
ASP00001S100120210103440,맛있는 스페인어 독학첫걸음 Ⅱ,202102014303057 ,S1001,S10633,ASP00001S100120210103440
ASP00001S100120210103439,맛있는 스페인어 독학첫걸음 Ⅰ,202102014303057 ,S1001,S10632,ASP00001S100120210103439
ASP00001S100120200102275,[벼락치기] 원어민에게 배워 바로 쓰는 생초보스페인어회화,202102014303057 ,S1001,S4268,ASP00001S100120200102275
ASP00001S100120210103431,맛있는 중국어 독학 첫걸음 2,202102013967133 ,S1001,S10624,ASP00001S100120210103431
ASP00001S100120210103430,맛있는 중국어 독학 첫걸음 1,202102013967133 ,S1001,S10623,ASP00001S100120210103430
ASP00001S100120210103429,1일 1문장으로 시작하는 중국어 - 기초회화편 step3,202102013967133 ,S1001,S10622,ASP00001S100120210103429
ASP00001S100120210103428,1일 1문장으로 시작하는 중국어 - 기초회화편 step2,202102013967133 ,S1001,S10621,ASP00001S100120210103428
ASP00001S100120210103427,1일 1문장으로 시작하는 중국어 - 기초회화편 step1,202102013967133 ,S1001,S10620,ASP00001S100120210103427
ASP00001S100120210103426,1일 10분으로 시작하는 중국어 - 기초발음편,202102013967133 ,S1001,S10619,ASP00001S100120210103426
ASP00001S100120210103425,베이징 지하철 여행 중국어,202102013967133 ,S1001,S10616,ASP00001S100120210103425
ASP00001S100120210103424,뉴 일대일 과외 중국어 회화 첫걸음 Step 2,202102013967133 ,S1001,S10615,ASP00001S100120210103424
ASP00001S100120210103423,뉴 일대일 과외 중국어 회화 첫걸음 Step 1,202102013967133 ,S1001,S10614,ASP00001S100120210103423
ASP00001S100120210103422,[나말해] 뉴 다섯글자 중국어로 쉽게 말하기 Step 3,202102013967133 ,S1001,S10613,ASP00001S100120210103422
ASP00001S100120210103421,[나말해] 뉴 다섯글자 중국어로 쉽게 말하기 Step 2,202102013967133 ,S1001,S10612,ASP00001S100120210103421
ASP00001S100120210103420,[나말해] 뉴 다섯글자 중국어로 쉽게 말하기 Step 1,202102013967133 ,S1001,S10611,ASP00001S100120210103420
ASP00001S100120210103415,News &amp; Story Vol.03 China (2),202102013967133 ,S1001,S10606,ASP00001S100120210103415
ASP00001S100120210103414,News &amp; Story Vol.03 China (1),202102013967133 ,S1001,S10605,ASP00001S100120210103414
ASP00001S100120210103413,News &amp; Story Vol.02 China (2),202102013967133 ,S1001,S10604,ASP00001S100120210103413
ASP00001S100120210103412,News &amp; Story Vol.02 China (1),202102013967133 ,S1001,S10603,ASP00001S100120210103412
ASP00001S100120210103411,News &amp; Story Vol.01 China (2),202102013967133 ,S1001,S10602,ASP00001S100120210103411
ASP00001S100120210103410,News &amp; Story Vol.01 China (1),202102013967133 ,S1001,S10601,ASP00001S100120210103410
ASP00001S100120210103409,완전절친 여행중국어 (2),202102013967133 ,S1001,S10600,ASP00001S100120210103409
ASP00001S100120210103408,완전절친 여행중국어 (1),202102013967133 ,S1001,S10599,ASP00001S100120210103408
ASP00001S100120200102264,칭따오 중국어 회화 중국어 메뉴판 마스터 Step 2,202102013967133 ,S1001,S4257,ASP00001S100120200102264
ASP00001S100120200102263,칭따오 중국어 회화 중국어 메뉴판 마스터 Step 1,202102013967133 ,S1001,S4256,ASP00001S100120200102263
ASP00001S100120200102262,짜요짜요 중국어회화 초급(2),202102013967133 ,S1001,S4255,ASP00001S100120200102262
ASP00001S100120200102261,짜요짜요 중국어회화 초급(1),202102013967133 ,S1001,S4254,ASP00001S100120200102261
ASP00001S100120200102260,짜요짜요 중국어회화 중급(2),202102013967133 ,S1001,S4253,ASP00001S100120200102260
ASP00001S100120200102259,짜요짜요 중국어회화 중급(1),202102013967133 ,S1001,S4252,ASP00001S100120200102259
ASP00001S100120200102258,짜요짜요 중국어회화 입문(2),202102013967133 ,S1001,S4251,ASP00001S100120200102258
ASP00001S100120200102257,짜요짜요 중국어회화 입문(1),202102013967133 ,S1001,S4250,ASP00001S100120200102257
ASP00001S100120200102232,1일 1어법으로 시작하는 중국어 - 기초문법편 step2,202102013967133 ,S1001,S4225,ASP00001S100120200102232
ASP00001S100120200102231,1일 1어법으로 시작하는 중국어 - 기초문법편 step1,202102013967133 ,S1001,S4224,ASP00001S100120200102231
ASP00001S100120200101422,[도봉구] 차이나China는 중국어교실,202102013967133 ,J1010,S3809,202010121542491602484969504
ASP00001S100120220103690,[올윈에듀] 정복! 전기기능사 필기 - 전기설비,202102013922603 ,S1001,S10654,ASP00001S100120220103690
ASP00001S100120220103689,[올윈에듀] 정복! 전기기능사 필기 - 전기이론(윤상규) 2,202102013922603 ,S1001,S10653,ASP00001S100120220103689
ASP00001S100120220103688,[올윈에듀] 정복! 전기기능사 필기 - 전기이론(윤상규) 1,202102013922603 ,S1001,S10652,ASP00001S100120220103688
ASP00001S100120220103687,[올윈에듀] 정복! 전기기능사 필기 - 전기기기,202102013922603 ,S1001,S10651,ASP00001S100120220103687
ASP00001S100120210103442,마따하리 70일 완성 기초 인도네시아회화 - 핵심패턴,202102013917917 ,S1001,S10635,ASP00001S100120210103442
ASP00001S100120210103441,마따하리 70일 완성 기초 인도네시아회화 - 기초발음,202102013917917 ,S1001,S10634,ASP00001S100120210103441
ASP00001S100120200102281,[벼락치기] 원어민에게 배워 바로 쓰는 생초보인도네시아어회화,202102013917917 ,S1001,S4274,ASP00001S100120200102281
ASP00001S100120220104175,2022 박문각 주택관리사 - 문제풀이 - 주택관리 관계법규,202102013569427 ,S1001,S11032,202207211747551658393275539
ASP00001S100120220104174,2022 박문각 주택관리사 - 문제풀이 - 공동주택 관리실무,202102013569427 ,S1001,S11031,202207211737581658392678729
ASP00001S100120220104173,2022 박문각 주택관리사 - 문제풀이 - 공동주택 시설개론,202102013569427 ,S1001,S11030,202207211734451658392485683
ASP00001S100120220104172,2022 박문각 주택관리사 - 문제풀이 - 회계원리,202102013569427 ,S1001,S11029,202207211728441658392124715
ASP00001S100120220104171,2022 박문각 주택관리사 - 문제풀이 - 민법,202102013569427 ,S1001,S11028,202207211724161658391856699
ASP00001S100120220104151,2022 박문각 주택관리사 - 심화 - 회계원리(이기명),202102013569427 ,S1001,S11014,202207141752241657788744202
ASP00001S100120220104139,2022 박문각 주택관리사 - 기본 - 회계원리(이기명),202102013569427 ,S1001,S10471,202207061509181657087758452
ASP00001S100120220103993,2022 박문각 주택관리사 - 심화 - 주택관리 관계법규,202102013569427 ,S1001,S10432,202204111723311649665411133
ASP00001S100120220103992,2022 박문각 주택관리사 - 심화 - 공동주택 관리실무,202102013569427 ,S1001,S10431,202204111723241649665404262
ASP00001S100120220103991,2022 박문각 주택관리사 - 심화 - 공동주택 시설개론,202102013569427 ,S1001,S10430,202204111723161649665396644
ASP00001S100120220103989,2022 박문각 주택관리사 - 심화 - 민법,202102013569427 ,S1001,S10428,202204111723021649665382478
ASP00001S100120220103695,2022 박문각 주택관리사 - 기본 - 주택관리 관계법규,202102013569427 ,S1001,S10659,ASP00001S100120220103695
ASP00001S100120220103694,2022 박문각 주택관리사 - 기본 - 공동주택 관리실무,202102013569427 ,S1001,S10658,ASP00001S100120220103694
ASP00001S100120220103693,2022 박문각 주택관리사 - 기본 - 공동주택 시설개론,202102013569427 ,S1001,S10657,ASP00001S100120220103693
ASP00001S100120220103691,2022 박문각 주택관리사 - 기본 - 민법,202102013569427 ,S1001,S10655,ASP00001S100120220103691
ASP00001S100120220104016,2022 직업상담사(아이엠에듀) - 이론 - 2차 직업상담실무,202102013223835 ,S1001,S10434,202204211443201650519800515
ASP00001S100120220103988,2022 직업상담사(아이엠에듀) - 문제풀이 - 노동관계법규,202102013223835 ,S1001,S10427,202204111710191649664619979
ASP00001S100120220103987,2022 직업상담사(아이엠에듀) - 문제풀이 - 노동시장론,202102013223835 ,S1001,S10426,202204111710121649664612646
ASP00001S100120220103986,2022 직업상담사(아이엠에듀) - 문제풀이 - 직업정보론,202102013223835 ,S1001,S10425,202204111710041649664604504
ASP00001S100120220103985,2022 직업상담사(아이엠에듀) - 문제풀이 - 직업심리학,202102013223835 ,S1001,S10424,202204111709571649664597314
ASP00001S100120220103984,2022 직업상담사(아이엠에듀) - 문제풀이 - 직업상담학,202102013223835 ,S1001,S10423,202204111709441649664584524
ASP00001S100120220103749,2022 직업상담사(아이엠에듀) - 이론 - 노동관계법규,202102013223835 ,S1001,S10379,202202231014481645578888359
ASP00001S100120220103748,2022 직업상담사(아이엠에듀) - 이론 - 노동시장론,202102013223835 ,S1001,S10378,202202231014371645578877732
ASP00001S100120220103747,2022 직업상담사(아이엠에듀) - 이론 - 직업정보론,202102013223835 ,S1001,S10377,202202231014281645578868116
ASP00001S100120220103746,2022 직업상담사(아이엠에듀) - 이론 - 직업심리학,202102013223835 ,S1001,S10376,202202231014131645578853060
ASP00001S100120220103745,2022 직업상담사(아이엠에듀) - 이론 - 직업상담학,202102013223835 ,S1001,S10375,202202231013221645578802132
ASP00001S100120210103660,[악기] 탁! 타악! 즐거운 타악기 배우기! 실전반! - 카혼,202102013193840 ,S1001,S10347,ASP00001S100120210103660
ASP00001S100120210103659,[악기] 탁! 타악! 즐거운 타악기 배우기! 기초반! - 카혼,202102013193840 ,S1001,S10378,ASP00001S100120210103659
ASP00001S100120210103493,[HD]왕초보를 위한 Illustrator CC 2020,202102013085594 ,S1001,S10400,ASP00001S100120210103493
ASP00001S100120210103492,[HD]Illustrator CC 2021 활용하기,202102013085594 ,S1001,S201900217,ASP00001S100120210103492
ASP00001S100120210103491,[HD]Illustrator CC 2021 기초 다지기,202102013085594 ,S1001,S10413,ASP00001S100120210103491
ASP00001S100120210103490,[HD]왕초보를 위한 Photoshop CC 2020,202102013085594 ,S1001,S10399,ASP00001S100120210103490
ASP00001S100120210103489,[HD]Photoshop CC 2021 활용하기,202102013085594 ,S1001,S10425,ASP00001S100120210103489
ASP00001S100120210103488,[HD]Photoshop CC 2021 기초 다지기,202102013085594 ,S1001,S10436,ASP00001S100120210103488
ASP00001S100120200102010,[HD]쉽게 따라하는 AutoCAD 2019 3D 한글,202102013085594 ,S1001,S4377,ASP00001S100120200102010
ASP00001S100120200102009,[HD]쉽게 따라하는 AutoCAD 2019 2D 한글,202102013085594 ,S1001,S4376,ASP00001S100120200102009
ASP00001S3092201752641,집수리닷컴 실습강좌 - 내 손으로 직접 하는 집수리,202102013061432 ,S3092,S1630,201706152248231497534503527
ASP00001S1001201752607,집수리아카데미 이론강좌,202102013061432 ,S3092,S1618,201705121720131494577213128
ASP00001S100120210103279,시대를 초월한 여성들의 목소리,202102012707596 ,S1001,S10366,ASP00001S100120210103279
ASP00001S100120210103278,당당한 삶을 설계한 여성들,202102012707596 ,S1001,S10365,ASP00001S100120210103278
ASP00001S100120210103277,조선시대 전문가의 직업과 이야기 - 궁녀 외,202102012707596 ,S1001,S10364,ASP00001S100120210103277
ASP00001S100120210103276,조선시대 전문가의 직업과 이야기 - 역관 외,202102012707596 ,S1001,S10363,ASP00001S100120210103276
ASP00001S100120200101748,[HD]Adobe XD로 시작하는 모바일 코딩 (CC 2020) Part.2,202102012615543 ,S1001,S4123,ASP00001S100120200101748
ASP00001S100120200101747,[HD]Adobe XD로 시작하는 모바일 코딩 (CC 2020) Part.1,202102012615543 ,S1001,S4122,ASP00001S100120200101747
ASP00001S100120200101746,[HD]코딩교육의 시작 - 엔트리 기초 및 활용 배우기,202102012615543 ,S1001,S4121,ASP00001S100120200101746
ASP00001S100120200101745,[HD]코딩교육의 시작 - 스크래치 기초 및 활용 앱인벤터 배우기,202102012615543 ,S1001,S4120,ASP00001S100120200101745
ASP00001S100120200102323,슬기로운 투자,202102012305232 ,K1493,S4019,202012301336551609303015905
ASP00001S100120200102322,파생결합 상품,202102012305232 ,K1493,S3999,202012301336361609302996575
ASP00001S100120200102321,파생상품 심화,202102012305232 ,K1493,S3998,202012301336221609302982517
ASP00001S100120200102320,파생상품 활용,202102012305232 ,K1493,S3997,202012301336011609302961934
ASP00001S100120200102319,파생상품 종류,202102012305232 ,K1493,S3996,202012301333181609302798462
ASP00001K149320200102319,파생상품 이해,202102012305232 ,K1493,S3995,202012301332541609302774583
ASP00001S100120210103632,현대사회의 치명적인 감염병 ,202102012120016 ,S1001,S10313,ASP00001S100120210103632
ASP00001S100120210103631,산업화와 전쟁 그리고 전염병 ,202102012120016 ,S1001,S10312,ASP00001S100120210103631
ASP00001S100120210103406,핫!크리스탈 센세 10분 생생일본어회화 치트키 생활편,202102011855923 ,S1001,S10597,ASP00001S100120210103406
ASP00001S100120210103405,핫!크리스탈 센세 10분 생생일본어회화 치트키 문법편,202102011855923 ,S1001,S10596,ASP00001S100120210103405
ASP00001S100120210103404,밥상에서 배우는 오이시이 일본어,202102011855923 ,S1001,S10593,ASP00001S100120210103404
ASP00001S100120210103403,뉴 일대일 과외 일본어 회화 첫걸음 Step 2,202102011855923 ,S1001,S10592,ASP00001S100120210103403
ASP00001S100120210103402,뉴 일대일 과외 일본어 회화 첫걸음 Step 1,202102011855923 ,S1001,S10591,ASP00001S100120210103402
ASP00001S100120210103401,뉴 독학 일본어 첫걸음 Step 2,202102011855923 ,S1001,S10590,ASP00001S100120210103401
ASP00001S100120210103400,뉴 독학 일본어 첫걸음 Step 1,202102011855923 ,S1001,S10589,ASP00001S100120210103400
ASP00001S100120210103399,[유하다요] 10시간에 끝내는 기초 일본어 첫걸음 step2,202102011855923 ,S1001,S10588,ASP00001S100120210103399
ASP00001S100120210103398,[유하다요] 10시간에 끝내는 기초 일본어 첫걸음 step1,202102011855923 ,S1001,S10587,ASP00001S100120210103398
ASP00001S100120210103397,핫크리스탈 센세 사무실에서 자주 쓰는 비즈니스일본어 8주만에 끝내기 (기본표현편),202102011855923 ,S1001,S10586,ASP00001S100120210103397
ASP00001S100120200102206,아주 쉬운 일본어 초급 Step 2,202102011855923 ,S1001,S4199,ASP00001S100120200102206
ASP00001S100120200102205,아주 쉬운 일본어 초급 Step 1,202102011855923 ,S1001,S4198,ASP00001S100120200102205
ASP00001S100120200102204,아주 쉬운 일본어 중급 Step 2,202102011855923 ,S1001,S4197,ASP00001S100120200102204
ASP00001S100120200102203,아주 쉬운 일본어 중급 Step 1,202102011855923 ,S1001,S4196,ASP00001S100120200102203
ASP00001S100120200102202,아주 쉬운 일본어 고급 Step 2,202102011855923 ,S1001,S4195,ASP00001S100120200102202
ASP00001S100120200102201,아주 쉬운 일본어 고급 Step 1,202102011855923 ,S1001,S4194,ASP00001S100120200102201
ASP00001S100120200102200,삿포로 일본어 회화 일본어 메뉴판 마스터 Step 2,202102011855923 ,S1001,S4193,ASP00001S100120200102200
ASP00001S100120200102199,삿포로 일본어 회화 일본어 메뉴판 마스터 Step 1,202102011855923 ,S1001,S4192,ASP00001S100120200102199
ASP00001S100120200102197,다이입뽀 독학 일본어 첫걸음,202102011855923 ,S1001,S4190,ASP00001S100120200102197
ASP00001S100120200101671,[시립광진청소년센터] 일본어 첫걸음 4편,202102011855923 ,2810012,S3905,202011161039331605490773688
ASP00001S100120200101600,[시립광진청소년센터] 일본어 첫걸음 3편,202102011855923 ,2810012,S3873,202011031147441604371664939
ASP00001S100120200101359,[시립광진청소년센터] 일본어 첫걸음 2편,202102011855923 ,2810012,S3736,202009231522211600842141255
ASP00001S100120200101200,[시립광진청소년센터] 일본어 첫걸음 1편,202102011855923 ,2810012,S3705,202008070916161596759376795
ASP00001S100120220104157,합격 전기기사 필기 - 자동제어,202102011766134 ,S1001,S11020,202207141911581657793518308
ASP00001S100120220104156,합격 전기(산업)기사 필기 - 전기설비기준,202102011766134 ,S1001,S11019,202207141909031657793343066
ASP00001S100120220104155,합격 전기(산업)기사 필기 - 회로이론,202102011766134 ,S1001,S11018,202207141904341657793074715
ASP00001S100120220104154,합격 전기(산업)기사 필기 - 전기기기,202102011766134 ,S1001,S11017,202207141900311657792831647
ASP00001S100120220104153,합격 전기(산업)기사 필기 - 전력공학,202102011766134 ,S1001,S11016,202207141856291657792589415
ASP00001S100120220104152,합격 전기(산업)기사 필기 - 전기자기학,202102011766134 ,S1001,S11015,202207141849311657792171718
ASP00001S100120210103071,2021 [올윈에듀] 정복! 전기 (산업)기사 실기*,202102011766134 ,S1001,S10265,202109130954541631494494743
ASP00001S100120210102766,2021 [올윈에듀] 전기(산업)기사 필기특강 - 전기설비기술기준(김승철),202102011766134 ,S1001,S10129,ASP00001S100120210102766
ASP00001S100120200101897,정복! 전기 (산업)기사 필기 - 자동제어,202102011766134 ,S1001,S4264,ASP00001S100120200101897
ASP00001S100120200101896,정복! 전기 (산업)기사 필기 - 전력공학,202102011766134 ,S1001,S4263,ASP00001S100120200101896
ASP00001S100120200101895,정복! 전기 (산업)기사 필기 - 전기자기학,202102011766134 ,S1001,S4262,ASP00001S100120200101895
ASP00001S100120200101893,정복! 전기 (산업)기사 필기 - 회로이론,202102011766134 ,S1001,S4260,ASP00001S100120200101893
ASP00001S100120200101892,정복! 전기 (산업)기사 필기 - 전기기기,202102011766134 ,S1001,S4259,ASP00001S100120200101892
ASP00001S100120210103656,Mins 베이킹 하우스,202102011401645 ,S1001,S10412,ASP00001S100120210103656
ASP00001S100120210103655,케이크 디자인,202102011401645 ,S1001,S10411,ASP00001S100120210103655
ASP00001S100120210103654,엄마네 반찬가게 시즌2,202102011401645 ,S1001,S10410,ASP00001S100120210103654
ASP00001S100120210103653,엄마네 반찬가게 시즌1,202102011401645 ,S1001,S10409,ASP00001S100120210103653
ASP00001S100120210103652,한국가정식 시즌2,202102011401645 ,S1001,S10428,ASP00001S100120210103652
ASP00001S100120210103651,한국가정식 시즌1,202102011401645 ,S1001,S10424,ASP00001S100120210103651
ASP00001S100120210103650,일본가정식 시즌3,202102011401645 ,S1001,S10395,ASP00001S100120210103650
ASP00001S100120210103649,일본가정식 시즌2,202102011401645 ,S1001,S10408,ASP00001S100120210103649
ASP00001S100120210103648,일본가정식 시즌1,202102011401645 ,S1001,S10407,ASP00001S100120210103648
ASP00001S100120210103647,서양가정식 시즌2,202102011401645 ,S1001,S10420,ASP00001S100120210103647
ASP00001S100120210103646,서양가정식 시즌1,202102011401645 ,S1001,S10419,ASP00001S100120210103646
ASP00001S100120210103645,맛있는 다이어트,202102011401645 ,S1001,S10406,ASP00001S100120210103645
ASP00001S100120210103644,마스터셰프: 베이직클래스,202102011401645 ,S1001,S10382,ASP00001S100120210103644
ASP00001S1001201651264,함께하는 부모 학습_드디어 부모!,202101299774475 ,S1001,S1525,201605181341151463546475826
ASP00001S1000020211000000,서울시 인성교육 애니메이션,202101299774475 ,S10000,S10050,202103110917051615421825723
ASP00001S100120220104605,[보육교직원편] 우리 아이 학대로부터 안녕 지키기,202101293186550 ,S4005,S11063,202210251720331666686033726
ASP00001S100120220104604,[영유아양육자편] 우리 아이 학대로부터 안녕 지키기,202101293186550 ,S4005,S11062,202210251718251666685905283
ASP00001S100120210103462,디지털 원주민인 Z세대의 교육,202101293186550 ,S1001,S10337,ASP00001S100120210103462
ASP00001S100120210103461,우리 아이 학습 습관 관리하기,202101293186550 ,S1001,S10336,ASP00001S100120210103461
ASP00001S100120210103460,우리 아이 집에서 학습코칭 해주기,202101293186550 ,S1001,S10335,ASP00001S100120210103460
ASP00001S100120210103459,우리 아이에게 맞는 공부법 찾기,202101293186550 ,S1001,S10334,ASP00001S100120210103459
ASP00001S100120210103458,[부모코칭] 우리 아이 자존감 향상 Ⅱ: 자존감 향상,202101293186550 ,S1001,S10333,ASP00001S100120210103458
ASP00001S100120210103457,[부모코칭] 우리 아이 자존감 향상 Ⅰ: 자존감 이해,202101293186550 ,S1001,S10332,ASP00001S100120210103457
ASP00001S100120210103456,자녀 영어 교육 (초등 고학년 학부모를 위한 팁),202101293186550 ,S1001,S10331,ASP00001S100120210103456
ASP00001S100120210103455,자녀 영어 교육 (유아 초등 저학년 학부모를 위한 팁),202101293186550 ,S1001,S10330,ASP00001S100120210103455
ASP00001S100120210103454,초등영어지도법 (Writing “쓰기” 단계별 지도법),202101293186550 ,S1001,S10311,ASP00001S100120210103454
ASP00001S100120210103453,초등영어지도법 (Reading “읽기-독해” 지도법),202101293186550 ,S1001,S10310,ASP00001S100120210103453
ASP00001S100120210103452,사람의 마음을 얻는 교수법 2,202101293186550 ,S1001,S10368,ASP00001S100120210103452
ASP00001S100120210103451,사람의 마음을 얻는 교수법 1,202101293186550 ,S1001,S10367,ASP00001S100120210103451
ASP00001S1001201752642,2018년 자기주도학습 아이를 바꾼다 ,202101293186550 ,M3100,S1631,201703241342031490330523194
ASP00001S1000020211100001,2020 알쓸학팁(알고보면 쓸모있는 학교폭력 예방과 대응의 팁),202101293186550 ,S10000,S10242,202108040944131628037853872
ASP00001S1000020210000001,서울시 자녀 감정코칭,202101293186550 ,S10000,S10051,202103110915031615421703551
ASP00001P1000120220000002,아이를 존중하는 긍정 양육(부모교육),202101293186550 ,P10001,S10385,202202261350311645851031225
ASP00001P1000120220000001,경계선지적기능아동의 양육자 교육,202101293186550 ,P10001,S10384,202202261310431645848643285
ASP00001S100120200100899,[에너지정보문화재단] 개미의 스승이 된 베짱이,202003173455917 ,2910011,S2118,202003161050371584323437094
ASP00001S100120200100896,[에너지정보문화재단] 탈원전으로 우리나라 전력수급 상황은 빨간불,202003173455917 ,2910011,S2126,202003161045511584323151183
ASP00001S100120200100900,[에너지정보문화재단] 대한민국 에너지 풍경,202003127881647 ,2910011,S2118,202003161051251584323485121
ASP00001S100120200100898,[에너지정보문화재단] 에너지전환 우수사례 ,202003127881647 ,2910011,S2118,202003161047031584323223262
ASP00001S100120200100897,[에너지정보문화재단] 에너지전환은 미세먼지를 증가시킨다,202003127881647 ,2910011,S2118,202003161046171584323177172
ASP00001S100120200100895,[에너지정보문화재단] 에너지전환 급행열차에 탄 것일까,202003127881647 ,2910011,S2119,202003161045201584323120327
ASP00001S100120200100894,[에너지정보문화재단] 에너지전환 시대의 흐름인 이유,202003127881647 ,2910011,S2118,202003161021331584321693907
ASP00001S100120200100893,[에너지정보문화재단] 에너지 미래를 바꾸다 2부,202003127881647 ,2910011,S2117,202003121629441583998184677
ASP00001S100120200100892,[에너지정보문화재단] 에너지 미래를 바꾸다 1부,202003127881647 ,2910011,S2116,202003121629311583998171785
ASP00001S100120200100891,[에너지정보문화재단] 에너지로바꾸는세상,202003127881647 ,2910011,S2115,202003121628581583998138452
ASP00001291001120221000000,[에너지정보문화재단] 에너지 지식탐구,202003127881647 ,2910011,S10462,202205191033591652924039842
ASP00001291001120210000001,[에너지정보문화재단] 에너지 정보쇼,202003127881647 ,2910011,S10118,202104290912021619655122555
ASP00001S100120220103885,[2022] 세계시민 (블렌디드반),202001137212986 ,S1001,S10406,202203171328441647491324447
ASP00001S100120220103884,[2022] 생애설계의 철학 (블렌디드반),202001137212986 ,S1001,S10405,202203171327361647491256174
ASP00001S100120220103883,[2022] 문명과 미래 (블렌디드반),202001137212986 ,S1001,S10403,202203171325331647491133299
ASP00001S100120220103882,[2022] 미디어의 이해 (블렌디드반),202001137212986 ,S1001,S10404,202203171327231647491243151
ASP00001S100120220103881,[2022] 윤리와 논쟁 (블렌디드반),202001137212986 ,S1001,S10402,202203171329001647491340783
ASP00001S1001201889159,[HD]정보보안기사 필기 (정보보안일반),201812198131288 ,S9949,S1932,201812190907491545178069114
ASP00001S1001201889157,[HD]정보보안기사 필기 (시스템보안),201812198131288 ,S9949,S1930,201812190907311545178051444
ASP00001S1001201889156,[HD]정보보안기사 필기 (네트워크보안),201812198131288 ,S9949,S1929,201812190907221545178042022
ASP00001S1001201889158,[HD]정보보안기사 필기 (어플리케이션 보안),201812195824982 ,S9949,S1931,201812190907401545178060042
ASP00001S1001201860419,2018 주택관리사 중급이론_관리실무(김혁),201801246843968 ,S1001,S1828,201804040939341522802374332
ASP00001S1001201860418,2018 주택관리사 중급이론_관계법규(이재욱),201801246843968 ,S1001,S1827,201804040929041522801744505
ASP00001S1001201860417,2018 주택관리사 중급이론_시설개론(송성길),201801246843968 ,S1001,S1826,201804031654491522742089551
ASP00001S1001201860416,2018 주택관리사 중급이론_회계원리(김성일),201801246843968 ,S1001,S1825,201804031536111522737371174
ASP00001S1001201860415,2018 주택관리사 중급이론_민법(조문호),201801246843968 ,S1001,S1824,201804031528351522736915770
