강의_ID,강의명,카테고리_ID,기관_ID,과목_ID,콘텐츠_ID
ASP00001S100120220103682,2022 e-서울 매장문화재 이야기,201801183539260 ,S4004,S10352,202201141026591642123619281
ASP00001S100120210103275,조선침략을 위한 청과 일본의 경쟁,201801183539260 ,S1001,S10362,ASP00001S100120210103275
ASP00001S100120210103274,통상수교 거부 정책의 원인,201801183539260 ,S1001,S10361,ASP00001S100120210103274
ASP00001S100120210103273,발해 다시 태어난 고구려 ,201801183539260 ,S1001,S10360,ASP00001S100120210103273
ASP00001S100120210103272,숨겨진 역사 가야,201801183539260 ,S1001,S10359,ASP00001S100120210103272
ASP00001S100120210103271,되찾은 구석기 시대의 역사,201801183539260 ,S1001,S10358,ASP00001S100120210103271
ASP00001S100120200101338,언택트시대 서울자유시민대학 학습자들의 비대면 학습을 위한 ZOOM 활용법 2차,201709182173494 ,S1001,S3729,202009080901281599523288547
ASP00001S1000620221110021,[온라인 강좌 수강] 글쓰기의 기초,201704276486246 ,S10006,S11038,202208031330341659501034915
ASP00001S1000620221110020,[온라인 강좌 수강] 논리와 사고 ,201704276486246 ,S10006,S11037,202208031145331659494733764
ASP00001S1000620221110019,[온라인 / 전공세미나 선수과목] 글쓰기의 기초,201704276486246 ,S10006,S10466,202206071613351654586015402
ASP00001S1000620221110018,[온라인 / 전공세미나 선수과목] 논리와 사고 ,201704276486246 ,S10006,S10466,202206071614001654586040229
ASP00001S3073201752262,세상을 바꾸는 지도 커뮤니티매핑 이해하기,201701127575891 ,S3073,S1599,201701161055071484531707207
ASP00001S100120210103476,[HD]스마트폰을 잘 활용하게 해주는 유용한 어플 배우기 (2021) Part.2,201701127575891 ,S1001,S10421,ASP00001S100120210103476
ASP00001S100120210103475,[HD]스마트폰을 잘 활용하게 해주는 유용한 어플 배우기 (2021),201701127575891 ,S1001,S10400,ASP00001S100120210103475
ASP00001S100120210103474,[HD]유용한 팁으로 배우는 인스타그램 (2021),201701127575891 ,S1001,S10372,ASP00001S100120210103474
ASP00001S100120210103473,[HD]유용한 팁으로 배우는 트위터 (2021),201701127575891 ,S1001,S10371,ASP00001S100120210103473
ASP00001S100120210103472,[HD]유용한 팁으로 배우는 페이스북 (2021),201701127575891 ,S1001,S10399,ASP00001S100120210103472
ASP00001S100120210103471,[HD]유용한 팁으로 배우는 카카오톡 (2021),201701127575891 ,S1001,S3414,ASP00001S100120210103471
JISIK_S1001202010814,패션으로 철학하기,201701126422885 ,S1001,S4013,JISIK_S1001202010814
JISIK_S1001202010807,호모나랜스 이야기하는 인간,201701126422885 ,S1001,S4006,JISIK_S1001202010807
JISIK_S1001202010804,세계시민나는 시민인가?,201701126422885 ,S1001,S4003,JISIK_S1001202010804
JISIK_S1001202010802,생애설계의 철학인생 항해의 나침반을 찾아서,201701126422885 ,S1001,S4001,JISIK_S1001202010802
ASP00001S100120210103483,[HD]기능별로 배우는 Microsoft 365 Word Part.2,201701124775806 ,S1001,S10431,ASP00001S100120210103483
ASP00001S100120210103482,[HD]기능별로 배우는 Microsoft 365 Word Part.1,201701124775806 ,S1001,S10430,ASP00001S100120210103482
ASP00001S100120210103481,[HD]기능별로 배우는 Microsoft 365 PowerPoint Part.2,201701124775806 ,S1001,S10429,ASP00001S100120210103481
ASP00001S100120210103480,[HD]기능별로 배우는 Microsoft 365 PowerPoint Part.1,201701124775806 ,S1001,S10441,ASP00001S100120210103480
ASP00001S100120210103479,[HD]기능별로 배우는 Microsoft 365 Excel Part.2,201701124775806 ,S1001,S10435,ASP00001S100120210103479
ASP00001S100120210103478,[HD]기능별로 배우는 Microsoft 365 Excel Part.1,201701124775806 ,S1001,S10434,ASP00001S100120210103478
ASP00001S100120200102041,[HD]왕초보를 위한 한글 2020,201701124775806 ,S1001,S4408,ASP00001S100120200102041
ASP00001S100120200102040,[HD]실무로 배우는 한글 2020,201701124775806 ,S1001,S4407,ASP00001S100120200102040
ASP00001S100120200102037,[HD]Word 2019 제대로 배우기,201701124775806 ,S1001,S4404,ASP00001S100120200102037
ASP00001S100120200102036,[HD]Powerpoint 2019 제대로 배우기,201701124775806 ,S1001,S4403,ASP00001S100120200102036
ASP00001S100120200102033,[HD]처음 만나는 Outlook 2019,201701124775806 ,S1001,S4400,ASP00001S100120200102033
ASP00001S100120200102030,[HD]Excel 2019 제대로 배우기,201701124775806 ,S1001,S4397,ASP00001S100120200102030
ASP00001S100120200102029,[HD]실무로 배우는 Excel 2019,201701124775806 ,S1001,S4396,ASP00001S100120200102029
ASP00001S100120200102028,[HD]왕초보를 위한 Excel 2019,201701124775806 ,S1001,S4395,ASP00001S100120200102028
ASP00001S100120210103289,(200패턴으로 끝내는) 비즈니스영어 순간패턴 - 영어회화편,201701124641235 ,S1001,S10524,ASP00001S100120210103289
ASP00001S100120210102611,test,201701123399019 ,S1001,S10093,202202211801291645434089946
ASP00001S1001205000740,[한국어능력] KBS 한국어능력시험,201701123236724 ,S1001,S1791,201512281355031448859303718
JISIK_S1001202010806,독립운동가 김마리아와 오광심 영웅에는 성별이 없다,201701122578797 ,S10006,S4005,JISIK_S1001202010806
ASP00001S311820210504241,데이터 액티비즘 우리도 할 수 있어!,201701122515738 ,S3118,S10306,202112141656111639468571505
ASP00001S100120210103450,내 마음이 보내는 위험 신호 스트레스,201701121229363 ,S1001,S10309,ASP00001S100120210103450
ASP00001S100120210103449,두잉 요가 : On the Mat [중급편],201701121229363 ,S1001,S10328,ASP00001S100120210103449
ASP00001S100120210103448,두잉 요가 : On the Mat [초급편],201701121229363 ,S1001,S10326,ASP00001S100120210103448
ASP00001S100120210103447,두잉 요가 : In the Office,201701121229363 ,S1001,S10329,ASP00001S100120210103447
ASP00001S100120210103446,필라테스 일반 Part1-2,201701121229363 ,S1001,S10445,ASP00001S100120210103446
ASP00001S1001201991072,2019 공인중개사 문제풀이_부동산학개론(서대술) (10/6일 신청마감),201608192628252 ,S1001,S2084,201907171608291563347309536
ASP00001S1001201991071,2019 공인중개사 문제풀이_민법및민사특별법(정동근) (10/6일 신청마감),201608192628252 ,S1001,S2083,201907171557141563346634962
ASP00001S1001201991070,2019 공인중개사 문제풀이_부동산세법(김성래) (10/6일 신청마감),201608192628252 ,S1001,S2082,201907171553181563346398516
ASP00001S1001201991069,2019 공인중개사 문제풀이_부동산공시법(송용희) (10/6일 신청마감),201608192628252 ,S1001,S2081,201907171545481563345948168
ASP00001S1001201991068,2019 공인중개사 문제풀이_중개사법(정지웅) (10/6일 신청마감) ,201608192628252 ,S1001,S2080,201907171543151563345795453
ASP00001S1001201991067,2019 공인중개사 문제풀이_부동산공법(박후서) (10/6일 신청마감),201608192628252 ,S1001,S2079,201907171413541563340434631
ASP00001S1001201889107,2018 공인중개사 문제풀이_공시법(송용희),201608192628252 ,S1001,S1898,201810111551381539240698296
ASP00001S1001201889106,2018 공인중개사 문제풀이_공법(박후서),201608192628252 ,S1001,S1898,201810111537261539239846444
ASP00001S1001201889105,2018 공인중개사 문제풀이_민법(서석진),201608192628252 ,S1001,S1897,201810111521441539238904073
ASP00001S1001201889104,2018 공인중개사 문제풀이_개론(서대술),201608192628252 ,S1001,S1896,201810081524391538979879872
ASP00001S1001201889023,2018 공인중개사 문제풀이_세법(김성래),201608192628252 ,S1001,S1888,201808161353321534395212076
ASP00001S1001201889022,2018 공인중개사 문제풀이_중개사법(정지웅),201608192628252 ,S1001,S1889,201808161347031534394823121
20180108000118 ,2017 공인중개사 문제풀이_세법(김성래),201608192628252 ,S1001,S108000118,20180108000118 
20180108000117 ,2017 공인중개사 문제풀이_공시법(송용희),201608192628252 ,S1001,S108000117,20180108000117 
20180108000116 ,2017 공인중개사 문제풀이_중개사법(정지웅),201608192628252 ,S1001,S108000116,20180108000116 
20180108000115 ,2017 공인중개사 문제풀이_공법(박후서),201608192628252 ,S1001,S108000115,20180108000115 
20180108000114 ,2017 공인중개사 문제풀이_개론(서대술),201608192628252 ,S1001,S108000114,20180108000114 
20180108000113 ,2017 공인중개사 문제풀이_민법(서석진),201608192628252 ,S1001,S108000113,20180108000113 
ASP00001S1001201860488,2018 공인중개사 심화이론_공법(박후서),201606073689818 ,S1001,S1835,201805150948061526345286918
ASP00001S1001201860487,2018 공인중개사 심화이론_부동산학개론(서대술),201606073689818 ,S1001,S1834,201805150901221526342482626
ASP00001S1001201860486,2018 공인중개사 심화이론_민법(서석진),201606073689818 ,S1001,S1833,201805141728261526286506316
ASP00001S1001201860471,2018 공인중개사 심화이론_세법(김성래),201606073689818 ,S1001,S1832,201805141038271526261907656
ASP00001S1001201860470,2018 공인중개사 심화이론_공시법(송용희),201606073689818 ,S1001,S1831,201805141007161526260036586
ASP00001S1001201860469,2018 공인중개사 심화이론_중개사법(정지웅),201606073689818 ,S1001,S1830,201805140901011526256061131
ASP00001S100120210103309,뉴 채점자를 사로잡는 티나쌤의 토익스피킹_입문편,201601154206695 ,S1001,S10493,ASP00001S100120210103309
ASP00001S100120210103308,뉴 채점자를 사로잡는 티나쌤의 토익스피킹_왕초보,201601154206695 ,S1001,S10492,ASP00001S100120210103308
ASP00001S100120210103307,뉴 채점자를 사로잡는 티나쌤의 토익스피킹_기본편 Step 2,201601154206695 ,S1001,S10491,ASP00001S100120210103307
ASP00001S100120210103306,뉴 채점자를 사로잡는 티나쌤의 토익스피킹_기본편 Step 1,201601154206695 ,S1001,S10490,ASP00001S100120210103306
ASP00001S100120210103301,500점 목표달성 시나공토익 START step3,201601154206695 ,S1001,S10489,ASP00001S100120210103301
ASP00001S100120210103300,500점 목표달성 시나공토익 START step2,201601154206695 ,S1001,S10488,ASP00001S100120210103300
ASP00001S100120210103299,500점 목표달성 시나공토익 START step1,201601154206695 ,S1001,S10487,ASP00001S100120210103299
ASP00001S100120210103298,한글로 먼저 풀어보는 토익 입문 RC Step 2,201601154206695 ,S1001,S10486,ASP00001S100120210103298
ASP00001S100120210103297,한글로 먼저 풀어보는 토익 입문 RC Step 1,201601154206695 ,S1001,S10485,ASP00001S100120210103297
ASP00001S100120210103296,한글로 먼저 풀어보는 토익 입문 LC Step 2,201601154206695 ,S1001,S10484,ASP00001S100120210103296
ASP00001S100120210103295,한글로 먼저 풀어보는 토익 입문 LC Step 1,201601154206695 ,S1001,S10483,ASP00001S100120210103295
ASP00001S100120210103288,뉴 채점자를 사로잡는 데이나쌤의 2주 오픽 Actual Test 실전 대비 Step 2,201601154206695 ,S1001,S10482,ASP00001S100120210103288
ASP00001S100120210103287,뉴 채점자를 사로잡는 데이나쌤의 2주 오픽 Actual Test 실전 대비 Step 1,201601154206695 ,S1001,S10481,ASP00001S100120210103287
ASP00001S100120210103286,뉴 채점자를 사로잡는 데이나쌤의 2주 오픽 (IM12) 롤플레이 대비,201601154206695 ,S1001,S10480,ASP00001S100120210103286
ASP00001S100120210103285,뉴 채점자를 사로잡는 데이나쌤의 2주 오픽 (IM12) 돌발질문 대비,201601154206695 ,S1001,S10479,ASP00001S100120210103285
ASP00001S100120210103284,뉴 채점자를 사로잡는 데이나쌤의 2주 오픽 (IM12) 기본 Step 2,201601154206695 ,S1001,S10478,ASP00001S100120210103284
ASP00001S100120210103283,뉴 채점자를 사로잡는 데이나쌤의 2주 오픽 (IM12) 기본 Step 1,201601154206695 ,S1001,S10477,ASP00001S100120210103283
ASP00001S100120210103282,뉴 채점자를 사로잡는 데이나쌤의 2주 오픽 (IL) 롤플레이 대비,201601154206695 ,S1001,S10476,ASP00001S100120210103282
ASP00001S100120210103281,뉴 채점자를 사로잡는 데이나쌤의 2주 오픽 (IL) 돌발질문 대비,201601154206695 ,S1001,S10475,ASP00001S100120210103281
ASP00001S100120210103280,뉴 채점자를 사로잡는 데이나쌤의 2주 오픽 (IL) 기초,201601154206695 ,S1001,S10474,ASP00001S100120210103280
ASP00001S100120200102103,2주완성 김소라의 결정적 토익스피킹 입문 Step 2,201601154206695 ,S1001,S4096,ASP00001S100120200102103
ASP00001S100120200102102,2주완성 김소라의 결정적 토익스피킹 입문 Step 1,201601154206695 ,S1001,S4095,ASP00001S100120200102102
ASP00001S100120200102101,2주완성 김소라의 결정적 토익스피킹 심화 Step 2,201601154206695 ,S1001,S4094,ASP00001S100120200102101
ASP00001S100120200102100,2주완성 김소라의 결정적 토익스피킹 심화 Step 1,201601154206695 ,S1001,S4093,ASP00001S100120200102100
ASP00001S100120200102069,뉴텝스 실전으로 중급 완성하기 Step 2,201601154206695 ,S1001,S4062,ASP00001S100120200102069
ASP00001S100120200102068,뉴텝스 실전으로 중급 완성하기 Step 1,201601154206695 ,S1001,S4061,ASP00001S100120200102068
ASP00001S100120200102067,뉴텝스 실전으로 기초 준비하기 Step 2,201601154206695 ,S1001,S4060,ASP00001S100120200102067
ASP00001S100120200102066,뉴텝스 실전으로 기초 준비하기 Step 1,201601154206695 ,S1001,S4059,ASP00001S100120200102066
ASP00001S100120200102065,뉴텝스 실전으로 고급 정복하기 Step 2,201601154206695 ,S1001,S4058,ASP00001S100120200102065
ASP00001S100120200102064,뉴텝스 실전으로 고급 정복하기 Step 1,201601154206695 ,S1001,S4057,ASP00001S100120200102064
ASP00001S100120210103407,일단 합격 TSC 기본공략,201601152792834 ,S1001,S10598,ASP00001S100120210103407
ASP00001S100120210103293,스마트 스피킹 중국어 초급 (2),201601151520486 ,S1001,S10618,ASP00001S100120210103293
ASP00001S100120210103292,스마트 스피킹 중국어 초급 (1),201601151520486 ,S1001,S10617,ASP00001S100120210103292
ASP00001S100120210103212,test 온라인 관리자용,201601151520486 ,S1001,,202007161803501594890230808
ASP00001S1001201650830,김성민 중국어회화 엑스 파일 - 고급,201601151520486 ,S1001,S1429,201601151909391452852579972
ASP00001S1001201650829,김성민 중국어회화 엑스 파일 - 중급,201601151520486 ,S1001,S1428,201601151906141452852374115
ASP00001S1001201650828,김성민 중국어회화 엑스 파일 - 초급 Step 2,201601151520486 ,S1001,S1427,201601151900551452852055206
ASP00001S1001201650827,김성민 중국어회화 엑스 파일 - 초급 Step 1,201601151520486 ,S1001,S1426,201601151858221452851902052
ASP00001S1001201650826,김성민 중국어회화 엑스 파일 - 입문 Step 2,201601151520486 ,S1001,S1425,201601151855061452851706882
ASP00001S1001201650825,김성민 중국어회화 엑스 파일 - 입문 Step 1,201601151520486 ,S1001,S1424,201601151850081452851408920
ASP00001S1001201651270,2016년_주택관리사[심화이론] 관리실무,201204193876495 ,S1001,S1531,201605300917301464567450800
ASP00001S1001201651269,2016년_주택관리사[심화이론] 관계법규,201204193876495 ,S1001,S1530,201605300854511464566091394
ASP00001S1001201651165,2016년_주택관리사[심화이론] 회계원리,201204193876495 ,S1001,S1522,201605090914191462752859944
ASP00001S1001201651164,2016년_주택관리사[심화이론] 민법,201204193876495 ,S1001,S1521,201605090902111462752131956
ASP00001S100120210103396,20일 완성 新JLPT 상상 N3(청해),201204189248486 ,S1001,S10585,ASP00001S100120210103396
ASP00001S100120210103395,20일 완성 新JLPT 상상 N3(문자어휘) 2,201204189248486 ,S1001,S10584,ASP00001S100120210103395
ASP00001S100120210103394,20일 완성 新JLPT 상상 N3(문자어휘) 1,201204189248486 ,S1001,S10583,ASP00001S100120210103394
ASP00001S100120210103393,20일 완성 新JLPT 상상 N3(문법),201204189248486 ,S1001,S10582,ASP00001S100120210103393
ASP00001S100120210103392,20일 완성 新JLPT 상상 N3(독해),201204189248486 ,S1001,S10581,ASP00001S100120210103392
ASP00001S100120210103391,20일 완성 新JLPT 상상 N3 [한자와 문형 2],201204189248486 ,S1001,S10580,ASP00001S100120210103391
ASP00001S100120210103390,20일 완성 新JLPT 상상 N3 [한자와 문형 1],201204189248486 ,S1001,S10579,ASP00001S100120210103390
ASP00001S100120210103389,20일 완성 新JLPT 상상 N2(청해),201204189248486 ,S1001,S10578,ASP00001S100120210103389
ASP00001S100120210103388,20일 완성 新JLPT 상상 N2(문자어휘) 2,201204189248486 ,S1001,S10577,ASP00001S100120210103388
ASP00001S100120210103387,20일 완성 新JLPT 상상 N2(문자어휘) 1,201204189248486 ,S1001,S10576,ASP00001S100120210103387
ASP00001S100120210103386,20일 완성 新JLPT 상상 N2(문법) 2,201204189248486 ,S1001,S10575,ASP00001S100120210103386
ASP00001S100120210103385,20일 완성 新JLPT 상상 N2(문법) 1,201204189248486 ,S1001,S10574,ASP00001S100120210103385
ASP00001S100120210103384,20일 완성 新JLPT 상상 N2(독해) 2,201204189248486 ,S1001,S10573,ASP00001S100120210103384
ASP00001S100120210103383,20일 완성 新JLPT 상상 N2(독해) 1,201204189248486 ,S1001,S10572,ASP00001S100120210103383
ASP00001S100120210103382,20일 완성 新JLPT 상상 N1(청해),201204189248486 ,S1001,S10571,ASP00001S100120210103382
ASP00001S100120210103381,20일 완성 新JLPT 상상 N1(문자어휘) 2,201204189248486 ,S1001,S10570,ASP00001S100120210103381
ASP00001S100120210103380,20일 완성 新JLPT 상상 N1(문자어휘) 1,201204189248486 ,S1001,S10569,ASP00001S100120210103380
ASP00001S100120210103379,20일 완성 新JLPT 상상 N1(문법) 2,201204189248486 ,S1001,S10568,ASP00001S100120210103379
ASP00001S100120210103378,20일 완성 新JLPT 상상 N1(문법) 1,201204189248486 ,S1001,S10567,ASP00001S100120210103378
ASP00001S100120210103377,20일 완성 新JLPT 상상 N1(독해) 2,201204189248486 ,S1001,S10566,ASP00001S100120210103377
ASP00001S100120210103376,20일 완성 新JLPT 상상 N1(독해) 1,201204189248486 ,S1001,S10565,ASP00001S100120210103376
20180108000121 ,2018 주택관리사 기본이론_시설개론(송성길),201204188062027 ,S1001,S108000121,20180108000121 
20180108000120 ,2018 주택관리사 기본이론_회계원리(김성일),201204188062027 ,S1001,S108000120,20180108000120 
20180108000119 ,2018 주택관리사 기본이론_민법(조문호),201204188062027 ,S1001,S108000119,20180108000119 
ASP00001S3073201860233,2018 공인중개사 기본이론_공시법(송용희),201204186643428 ,S1001,S1809,201802230922101519345330023
ASP00001S3073201860232,2018 공인중개사 기본이론_공법(박후서),201204186643428 ,S1001,S1808,201802230921561519345316488
ASP00001S3073201860231,2018 공인중개사 기본이론_개론(서대술),201204186643428 ,S1001,S1807,201802230921371519345297002
ASP00001S3073201860230,2018 공인중개사 기본이론_민법(서석진),201204186643428 ,S1001,S1806,201802230921211519345281503
ASP00001S3073201860228,2018 공인중개사 기본이론_세법(김성래),201204186643428 ,S1001,S1789,201802121337341518410254199
ASP00001S3073201860227,2018 공인중개사 기본이론_중개사법(정지웅),201204186643428 ,S1001,S1788,201802121326471518409607318
ASP00001S1001201651075,2016년_직업상담사 2급[문제풀이] 노동관계법규,201204184880983 ,S1001,S1515,201604121112301460427150903
ASP00001S1001201651074,2016년_직업상담사 2급[문제풀이] 노동시장론,201204184880983 ,S1001,S1514,201604121107111460426831090
ASP00001S1001201651073,2016년_직업상담사 2급[문제풀이] 직업정보론,201204184880983 ,S1001,S1513,201604121059541460426394394
ASP00001S1001201651072,2016년_직업상담사 2급[문제풀이] 직업심리학,201204184880983 ,S1001,S1512,201604121054481460426088464
ASP00001S1001201651071,2016년_직업상담사 2급[문제풀이] 직업상담학,201204184880983 ,S1001,S1511,201604121025571460424357685
ASP00001S1001201651070,2016년_직업상담사 2급[문제풀이] 직업상담실무(필답형),201204184880983 ,S1001,S1510,201604120942571460421777249
ASP00001S1001201550511,직업상담사 2급_[문제풀이] 노동관계법규,201204184880983 ,S1001,S1374,201507161717381437034658611
ASP00001S1001201550510,직업상담사 2급_[문제풀이] 노동시장론,201204184880983 ,S1001,S1375,201507161718191437034699277
ASP00001S1001201550509,직업상담사 2급_[문제풀이] 직업정보론,201204184880983 ,S1001,S1378,201507161719591437034799332
ASP00001S1001201550508,직업상담사 2급_[문제풀이] 직업심리학,201204184880983 ,S1001,S1377,201507161719351437034775524
ASP00001S1001201550507,직업상담사 2급_[문제풀이] 직업상담학,201204184880983 ,S1001,S1376,201507161718361437034716668
ASP00001S1001201886067,2018 주택관리사 문제풀이_관리실무(김혁) ,201204181112249 ,S1001,S1886,201807101138521531190332948
ASP00001S1001201886066,2018 주택관리사 문제풀이_관계법규(이재욱) ,201204181112249 ,S1001,S1885,201807101126011531189561662
ASP00001S1001201886065,2018 주택관리사 문제풀이_시설개론(송성길),201204181112249 ,S1001,S1884,201807101108581531188538883
ASP00001S1001201886064,2018 주택관리사 문제풀이_회계원리(김성일),201204181112249 ,S1001,S1883,201807101046361531187196402
ASP00001S1001201886063,2018 주택관리사 문제풀이_민법(조문호),201204181112249 ,S1001,S1882,201807101029021531186142772
ASP00001S1001201651364,2016년_주택관리사[문제풀이] 공동주택관리실무,201204181112249 ,S1001,S1569,201607212031541469100714944
ASP00001S1001201651363,2016년_주택관리사[문제풀이] 주택관리관계법규,201204181112249 ,S1001,S1569,201607212024401469100280824
ASP00001S1001201651297,2016년_주택관리사[문제풀이] 민법,201204181112249 ,S1001,S1532,201606070932151465259535508
ASP00001S1001201651296,2016년_주택관리사[문제풀이] 회계원리,201204181112249 ,S1001,S1532,201606070932491465259569386
20180108000131 ,2017 주택관리사 문제풀이_관리실무(김혁),201204181112249 ,S1001,S108000131,20180108000131 
20180108000130 ,2017 주택관리사 문제풀이_관계법규(이재욱),201204181112249 ,S1001,S108000130,20180108000130 
20180108000128 ,2017 주택관리사 문제풀이_회계원리(김성일),201204181112249 ,S1001,S108000128,20180108000128 
20180108000127 ,2017 주택관리사 문제풀이_민법(조문호),201204181112249 ,S1001,S108000127,20180108000127 
ASP00001S100120200101699,2021년 공인중개사 연수교육 과정 Ⅰ,201110312756164 ,S1001,S3935,202012041704061607069046609
ASP00001S100120210103510,전산응용건축제도기능사 실기 정리 노트,20211229440017 ,S1001,S10469,ASP00001S100120210103510
ASP00001S100120220104163,2022 박문각 [공인중개사:2차] 부동산중개사법 및 중개실무 (문제풀이),20210201912213 ,S1001,S11026,202207150931161657845076554
ASP00001S100120220104162,2022 박문각 [공인중개사:2차] 부동산세법 (문제풀이),20210201912213 ,S1001,S11025,202207150928131657844893914
ASP00001S100120220104161,2022 박문각 [공인중개사:2차] 부동산공시법 (문제풀이),20210201912213 ,S1001,S11024,202207150924201657844660782
ASP00001S100120220104160,2022 박문각 [공인중개사:2차] 부동산공법 (문제풀이),20210201912213 ,S1001,S11023,202207150920261657844426431
ASP00001S100120220104159,2022 박문각 [공인중개사:1차] 부동산학개론 (문제풀이),20210201912213 ,S1001,S11022,202207150916261657844186616
ASP00001S100120220104158,2022 박문각 [공인중개사:1차] 민법 및 민사특별법 (문제풀이),20210201912213 ,S1001,S11021,202207141848441657792124368
ASP00001S100120220104063,2022 박문각 [공인중개사:2차] 부동산세법 (개념완성),20210201912213 ,S1001,S10455,202205131706081652429168417
ASP00001S100120220104062,2022 박문각 [공인중개사:2차] 부동산공시법 (개념완성),20210201912213 ,S1001,S10454,202205131703221652429002141
ASP00001S100120220104061,2022 박문각 [공인중개사:2차] 부동산중개사법 및 중개실무 (개념완성),20210201912213 ,S1001,S10453,202205131700351652428835876
ASP00001S100120220104060,2022 박문각 [공인중개사:2차] 부동산공법 (개념완성),20210201912213 ,S1001,S10452,202205131656371652428597291
ASP00001S100120220104059,2022 박문각 [공인중개사:1차] 민법 및 민사특별법 (개념완성),20210201912213 ,S1001,S10451,202205131641141652427674818
ASP00001S100120220104058,2022 박문각 [공인중개사:1차] 부동산학개론 (개념완성),20210201912213 ,S1001,S10450,202205131641021652427662119
ASP00001S100120220103896,2022 박문각 [공인중개사:2차] 부동산세법 (기본이론),20210201912213 ,S1001,S10412,202203211440271647841227797
ASP00001S100120220103895,2022 박문각 [공인중개사:2차] 부동산공시법 (기본이론),20210201912213 ,S1001,S10411,202203211439421647841182160
ASP00001S100120220103894,2022 박문각 [공인중개사:2차] 부동산중개사법 및 중개실무 (기본이론),20210201912213 ,S1001,S10410,202203211438511647841131274
ASP00001S100120220103893,2022 박문각 [공인중개사:2차] 부동산공법 (기본이론),20210201912213 ,S1001,S10409,202203211416121647839772772
ASP00001S100120220103892,2022 박문각 [공인중개사:1차] 민법 및 민사특별법 (기본이론),20210201912213 ,S1001,S10408,202203211414431647839683004
ASP00001S100120220103891,2022 박문각 [공인중개사:1차] 부동산학개론 (기본이론),20210201912213 ,S1001,S10407,202203211413401647839620920
ASP00001S100120200101755,[자존감 향상] 어린이를 위한 표현력 훈련,20210201872182 ,S1001,S4130,ASP00001S100120200101755
ASP00001S100120200101754,[자존감 향상] 어린이를 위한 발표력 훈련,20210201872182 ,S1001,S4129,ASP00001S100120200101754
ASP00001S100120200101753,[자존감 향상] 어린이를 위한 말하기 훈련,20210201872182 ,S1001,S4128,ASP00001S100120200101753
ASP00001S100120200101752,집에서~영어로 놀자~영어 요리 활동 2 (알파벳 순으로),20210201872182 ,S1001,S4127,ASP00001S100120200101752
ASP00001S100120200101751,집에서~영어로 놀자~영어 요리 활동 1 (알파벳 순으로),20210201872182 ,S1001,S4126,ASP00001S100120200101751
ASP00001S100120200101750,집에서~영어로 놀자~아가 영어 놀이 2 (오감 체험 활동),20210201872182 ,S1001,S4125,ASP00001S100120200101750
ASP00001S100120200101749,집에서~영어로 놀자~아가 영어 놀이 1 (발달 단계별),20210201872182 ,S1001,S4124,ASP00001S100120200101749
JISIK_S1001202010819,재난이 세상을 멈춰세울 때 3부 시민이 성장하는 배움의 공동체를 상상한다,20210201779976 ,S10006,S4018,JISIK_S1001202010819
JISIK_S1001202010818,재난이 세상을 멈춰세울 때 2부 뉴 노멀의 시대 한국의 자화상을 비춰본다,20210201779976 ,S10006,S4017,JISIK_S1001202010818
JISIK_S1001202010817,재난이 세상을 멈춰세울 때 1부 문명의 균열 속에서 삶의 질서를 되묻는다,20210201779976 ,S10006,S4016,JISIK_S1001202010817
ASP00001S100120200101689,[시립광진청소년센터] 신비한 생활마술 8탄 (DIY마술),20210201429366 ,2810012,S3925,202011231009381606093778301
ASP00001S100120200101688,[시립광진청소년센터] 신비한 생활마술 7탄 (풍선마술),20210201429366 ,2810012,S3924,202011231006381606093598950
ASP00001S100120200101687,[시립광진청소년센터] 신비한 생활마술 6탄 (로프마술),20210201429366 ,2810012,S3923,202011231001281606093288255
ASP00001S100120200101613,[시립광진청소년센터] 신비한 생활마술 5탄 (지폐마술),20210201429366 ,2810012,S3886,202011101008571604970537043
ASP00001S100120200101587,[시립광진청소년센터] 신비한 생활마술 4탄 (펜마술),20210201429366 ,2810012,S3867,202010271054291603763669803
ASP00001S100120200101369,[시립광진청소년센터] 신비한 생활마술 3탄 (고무줄마술),20210201429366 ,2810012,S3748,202009291519511601360391997
ASP00001S100120200101344,[시립광진청소년센터] 신비한 생활마술 2탄 (휴지마술),20210201429366 ,2810012,S3732,202009160957331600217853570
ASP00001S100120200101342,[시립광진청소년센터] 신비한 생활마술 1탄 (동전마술),20210201429366 ,2810012,S3731,202009160934161600216456258
ASP00001S100120210103641,헤어 커트 심화 : Hair cut intensive,20210201357774 ,S1001,S10405,ASP00001S100120210103641
ASP00001S100120210103640,헤어디자인 프로(Hair Design Pro),20210201357774 ,S1001,S10418,ASP00001S100120210103640
ASP00001S100120210103639,메이크업 프로 (Make-up Pro),20210201357774 ,S1001,S10423,ASP00001S100120210103639
ASP00001S100120210103638,네일아트 프로 (Nail Art Pro),20210201357774 ,S1001,S10427,ASP00001S100120210103638
ASP00001S100120210103637,왁싱 튜토리얼 (Waxing Tutorial),20210201357774 ,S1001,S10392,ASP00001S100120210103637
ASP00001S100120210103636,에스테틱 프로(Esthetic Pro),20210201357774 ,S1001,S10417,ASP00001S100120210103636
ASP00001S100120210103635,면접 스타일링&메이크업,20210201357774 ,S1001,S10394,ASP00001S100120210103635
ASP00001S100120210103634,속눈썹 연장 (EYELASH EXTENSIONS),20210201357774 ,S1001,S10381,ASP00001S100120210103634
